industryID,chemicalID,chemicalname,trdename,quantity,purpose
2009,1235,"Arabic gum",Tochnova,0.2,
2009,1236,Kerosine,,0.5,
2009,1237,"plate developen",,0.3,
16925,1238,,"Real high Pressure Cleaner",0.02,washing
16925,1239,,"Real car wash",0.02,washing
2539,1240,"I.P.A (C3HO8)",I.P.A,4,
16595,1241,,"High Power",300,"Clean and washing"
16595,1242,Bio-degrable,"Body Wash",400,"Clean and Washing"
17511,1243,"Gun powder",,0.5,
16595,1244,,Kerosene,0.5,"use for clean engine"
17511,1245,dynamite,,5,
17511,1246,"Ammonium Nitrate",,25,
2004,1247,"Lime powder ",,1460,limimg
2004,1248,"Ammonium sulphate ",,146,Deliming
25018,1249,"Ammoni,",,NULL,
2004,1250,"Wattle bark tanning extract",,2190,oiling
17229,1251,"Dinamite, Amonium, Service therd",,0.3,
18609,1252,,"High pressure",2,
18609,1253,"Car wash",,0.5,
2008,1254,Britol,,NULL,
2008,1255,Oil,Caltex,NULL,
16926,1256,"Anti crrosive","Causeway paint",0.1,painting
16926,1257,Kerosene,,0.05,painting
16641,1258,Bodywash,,NULL,
16926,1259,tinner,,0.05,painting
16641,1260,Highpower,,NULL,"To clean the body"
16799,1261,,"Thinner ",1,"Cleaning purpose "
16799,1262,,"paint ( CIC )",1,"to paint tinkering parts  "
16420,1263,Cholrine,"Chlorine powder",0.5,Cleaning
17637,1264,"water gel",,1,
17637,1265,"ammonium nitrate",,6,
17637,1266,"gun powder",,0.225,
17526,1267,"Explosive, Dianamite, Survice yarn ",,12,
16612,1268,Kerosine,,3,Cleaning
16612,1269,"Anti corrosive","causeway paint",1,"prevent corrosion"
16421,1270,"Anti corresive",Kenlux,0.5,"To protact the iron"
16421,1271,Thinner,"Chemico & Epoxy",0.2,"Cleaning the bruses"
16421,1272,-,Kerosine,0.1,"Cleaning "
16622,1273,Kerosine,,3,Cleaning
17571,1274,Explosive,,3,Explosion
25034,1275,"Ammoniun Nitrate, Dinamite",,2,"blasting rocks"
17215,1276,Dynamite,Dynamite,0.75,Blasting
17215,1277,"Amonium Nitrate","Amonium Nitrate",0.75,Blasting
17215,1278,Explosive,Explosive,0.5,Blasting
18619,1279,Explosives,,5,Explotion
17217,1280,Dynamite,Dynamite,0.3,Blasting
17217,1281,"Amonium Nitrate","Amonium Nitrate",1.5,Blasting
17997,1282,"High pressure oil",,1,
17525,1283,Dynamite,,NULL,
17525,1284,"Ammonium Nitrate",,NULL,
17525,1285,datanator,,NULL,
18642,1286,"High pressure",Real,5,
16682,1287,"Explosive material","dina kakai",NULL,blasting
16682,1288,thread,"sevea nule",NULL,explosion
16682,1289,Ammonia,,NULL,Explosion
17555,1290,"Amonium Nitrate",,200,Blasting
17555,1291,"Dynamite ",,20,Blasting
17516,1292,"Amonia, Dinamite, Service threats, Motorjell  ",,6,"Blasting "
25037,1293,Teepol,,4.2,
25037,1294,Penititrainan,,12,
17522,1295,Explosive,,NULL,Explotion
17723,1296,Explosives,,NULL,Explotion
17523,1297,"Amoniun Nitrate",,5,"for Blasting"
18198,1298,Highpressure,"K.U. Auto Lanka",NULL,
18198,1299,Shampoo,,NULL,
17540,1300,Explosives,,30.5,Explotion
17559,1301,"Explosives ",,0.3,"Blasting "
17550,1302,,Brytol,30,
17512,1303,"Dinamites, Amonia, ",,NULL,"Blasting "
18432,1304,,"Car wash, High pressure3",3,
16683,1305,"Explosive material",,NULL,blasting
17642,1306,Explosives,,NULL,Explotion
17552,1307,"60/70 Bitumn",,14.1,
17655,1308,Explosives,,NULL,Explotion
17728,1309,Explosive,,NULL,
17657,1310,"Ammonium nitrate, Water gell",,NULL,
17659,1311,Explosives,,21,Explotion
17724,1312,Lime,,5,
17724,1313,Chlorine,,0.25,
17524,1314,"Amonium Nitrate , Water gel, Dinamite",,NULL,"for blasting"
18181,1315,Bleach,"Top White",NULL,
18181,1316,"Bowl Cleaner",Puri,NULL,
18459,1317,Dynamite,,NULL,
18459,1318,Ammonia,,5,
25048,1319,"Sodium By Corbernrte ",,NULL,
25048,1320,"Ammoniam By Corbernet",,NULL,
18186,1321,Hi-Pressure,Imasha,5,"For cleaning vehicles"
11674,1322,Ammonium,,NULL,
11674,1323,Dinamite,,NULL,
18452,1324,Explosive,,7,Explosion
17643,1325,Explosives,,NULL,Explotion
11717,1326,,"Hi pressure",2,
11717,1327,,"car wash",2,
16764,1328,,"Thinner ",1,"to cleaning purpose  "
16764,1329,,"paint ( CIC )",2,"to apply tinkering parts "
16927,1330,,"Real High Pressure Cleaner",0.1,washing
16927,1331,,"Real car wash",0.1,washing
11716,1332,Ammonia,,1,
25051,1333,Ammonium,dianamide,NULL,"blasting rocks"
25052,1334,"Sodium hypochlorite ,",,0.25,
25052,1335,"Dry Chlorine",,0.75,
16576,1336,Caco3,Lime,375,"Maintenance to  pH level "
25052,1337,"Hydrochloric acid",,3,
16794,1338,,"Thinner ",1,"to cleaning purpose  "
16794,1339,,"paint ( CIC )",0.5,"to cleaning purpose  "
16576,1340,,,NULL,
16576,1341,Caco3.mgco3.10H2O,Dolomite,375,"Maintenance to  pH level. "
11726,1342,,Dash,400,
11726,1343,,"Dash (Shampoo)",400,
16992,1344,"Anti corrosive","causeway paint",10,"Painting & Protact the iron"
16992,1345,Kerosene,Kerosene,5,"Cleaning the brushes"
11727,1346,,Teepol,2,
11727,1347,,Hipresure,1,
18468,1348,"Black powder",,NULL,
18468,1349,"Ammonium Nitrate",,NULL,
18468,1350,Dinamite,,NULL,
16928,1351,,"real high Pressure cleaner",0.1,washing
16928,1352,,"real car wash ",0.1,washing
25060,1353,"Car wash","Dish wash",0.5,
25060,1354,"High pressure",Flash,0.5,
18465,1355,Explosive,,2,Explosion
16810,1356,,"Thinner ",1,"to cleaning purpose  "
16810,1357,,"paint ( CIC )",1,"paint the tinkering parts "
18766,1358,Ammonium-05,Dianamide,NULL,blasting
16577,1359,Caco3,Lime,200,"Maintenance to  pH level "
16577,1360,Caco3.mgco3.10H2O,Dolomite,30,"Maintenance to  pH level"
16946,1361,Caco3,Lime,200,"Maintenance to  pH level"
16946,1362,Dolamit,,100,"Maintenance to  pH level"
16929,1363,"Anti Corrosive","Causeway paint",0.1,painting
16929,1364,Kerosen,,0.025,painting
16929,1365,Tinner,,0.05,painting
16776,1366,,"Thinner ",1,"to cleaning purpose  "
16776,1367,,"paint ( CIC )",1,"paint the tinkering parts "
16993,1368,"High power ","High power ",2,"Washing Motor bikes "
16787,1369,,"Thinner ",1,"to cleaning purpose  "
16787,1370,,"paint ( CIC )",1,"paint the tinkering parts "
16931,1371,"Anti corrosive ","causeway paint",0.1,painting
16931,1372,Kerosen,,0.05,painting
18492,1373,Britol,,NULL,
18492,1374,Dash,,NULL,
16931,1375,Tinner,,0.05,painting
11703,1376,Ammonium,,5,
11725,1377,Kerosene,,1,
11725,1378,,"hi pressure",1,
16808,1379,,"Thinner ",1,"to cleaning purpose  "
16808,1380,,"paint ( CIC )",2,"paint  the tinkering  parts "
16955,1381,,,NULL,
16955,1382,Dolomite,,3000,"Maintenance to  pH level"
16994,1383,"Anti corrosive","Anti corrosive",3,"Painting & Protact the iron"
16994,1384,Kerosine,Kerosene,2,Cleaning
11724,1385,Kerosene,,NULL,
11724,1386,,shampoo,1,
16578,1387,Caco3,Lime,500,"Maintenance to  pH level "
16578,1388,Caco3.mgco3.10H2O,Dolomite,300,"Maintenance to  pH level "
6635,1389,Explosive,,NULL,
17816,1390,Explosives,,0.9,Explotion
16801,1391,,Teepol,1,"to cleaning purpose  "
16801,1392,,"paint ( CIC )",2,"paint the tinkering parts "
18449,1393,"black powder",,NULL,
18449,1394,Dynamite,,NULL,
18449,1395,"Ammoniam Nitrate",,NULL,
16790,1396,,"Thinner ",1,"to cleaning purpose  "
16790,1397,,"paint ( CIC )",1,"paint the  tinkering parts "
25054,1398,Ammonium,Dianamide,NULL,"blasting rocks"
17832,1399,Explosives,,5,Explotion
16932,1400,Nil,,NULL,
16956,1401,Dolomite,,2500,"Maintenance to  pH level"
16579,1402,Caco3,Lime,500,"Maintenance to  pH level "
16579,1403,Caco3.mgco3.10H2O,Dolomite,30,"Maintenance to  p H level"
11731,1404,Teepol,,NULL,
11731,1405,cabite,,NULL,
18454,1406,Explosive,,7,Explosion
11701,1407,,"car wash",1,
11701,1408,,Hipressure,1,
16957,1409,,,NULL,
16957,1410,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
16995,1411,"Anti corrosive","Anti corrosive",5,"Painting & Protact the iron"
16995,1412,Kerosine,Kerosene,2,"Cleaning the brushes"
11705,1413,Ammonium,,1,
10348,1414,"Urea,MOP ,Super Pospate, Dolomaite",,1,"As a fertilizer for grass"
17796,1415,Explosives,,NULL,Explotion
10148,1416,"Chlorine ",,0.5,"for feet washing tanks"
18615,1417,Highpressure,"EKO Chemicle",NULL,
18615,1418,shampoo,"EKO Chemicle",NULL,
11685,1419,ammonum,,NULL,
15388,1420,"Electric Detenator",,26,Blasting
17541,1421,Explosive,,NULL,Explosion
15388,1422,ANFO,,26,Blasting
15388,1423,"Water Gel",,10,Blasting
16958,1424,"Dolomite/one crop Season",,4000,"Maintenance to  pH level"
16581,1425,Caco3,Lime,375,"Maintenance to  p H level"
16581,1426,Caco3.mgco3.10H2O,Dolomite,375,"Maintenance to  p H level"
18611,1427,"Car wash",Nip,5,"For Service"
3220,1428,No,,NULL,
15389,1429,"Electric Detenator",,26,Blasting
15389,1430,ANFO,,26,Blasting
15389,1431,"Water Gel",,5,Blasting
16997,1432,"Anti corrosive","causeway paint",1.5,"Painting & Protact the iron"
16997,1433,Kerosine,Kerosene,1,Cleaning
11719,1434,Ammonia,,25,
11719,1435,,Jel,5,
16962,1436,"Dolomite/one crop Season",,2000,"Maintenance to  pH level"
25087,1437,"Ammonium bicarbonate","Biscut ammonia",15,
18617,1438,"Black  powder",,NULL,
18617,1439,"Ammonium Nitrate",,NULL,
18617,1440,Dynamite,,NULL,
25091,1441,Ammonium,Dianamide,NULL,"rock blasting"
11713,1442,"Ammonium Nitrate",,1,
11713,1443,,"water jei",1,
11713,1444,,Deternator,2,
16963,1445,"Dolomite/one crop Season",,2500,"Maintenance to  pH level"
16963,1446,,,NULL,
11728,1447,Kerosene,,1,
11728,1448,Teepol,Britol,0.2,
11728,1449,Hipresure,Britol,NULL,.2
16592,1450,Caco3,Lime,375,"Maintenance to  pH level "
3335,1451,"Titanium Dioxide",,NULL,
3335,1452,"Paraphin vax",,NULL,
16592,1453,Caco3.mgco3.10H2O,Dolomite,25,"Maintenance to  pH level "
16964,1454,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
17560,1455,Explosive,,3,Explosion
15387,1456,"Electric Detenators",,26,Blasting
15387,1457,ANFO,,26,Blasting
15387,1458,"Water Gel",,5,Blasting
25094,1459,Perox,SBP,8,
16966,1460,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
25098,1461,Petrol,SBP,8,"Make Solution"
16769,1462,414,"big banyan ",0.1,"Gas filling "
16582,1463,Caco3,Lime,80,"Maintenance to  pH level "
16769,1464,"134 ar",,1,"gas filling  auto AC"
16582,1465,Caco3.mgco3.10H2O,Dolomite,200,"Maintenance to  pH level "
16769,1466,"R 22",,1,"gas filling "
16967,1467,"Dolomite/one crop Season",,2500,"Maintenance to  pH level"
11709,1468,Ammonium,,1,
15390,1469,ANFO,,26,Blasing
15390,1470,"Water Gel",,15,Blasting
16968,1471,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
975,1472,Soap,Britol,NULL,
3272,1473,"high pressure",,NULL,
3272,1474,shampoo,,NULL,
1027,1475,"Base oil",,NULL,
16591,1476,Caco3.mgco3.10H2O,Dolomite,375,"Maintenance to  pH level. "
16585,1477,Caco3,Lime,100,"Maintenance to  p H level"
16585,1478,Caco3.mgco3.10H2O,Dolomite,250,"Maintenance to  p H LEVEL"
16584,1479,Caco3,Lime,375,"Maintenance to  p H  level."
16584,1480,Caco3.mgco3.10H2O,Dolomite,375,"Maintenance to  p H level"
2019,1481,"Phospheric acid",,2,Cleaning
1285,1482,"Car washing chemicals",Teepol,0.2,"Car washing"
1285,1483,"High pressure",,2,"Car washing"
18448,1484,Explosive,,2,Explosion
16788,1485,,"Thinner ",1,"to cleaning purpose  "
16788,1486,"Antic corrosive ",cosway,1,"to avoid corrosive "
2022,1487,Explosives,,NULL,
3601,1488,"High pressure",,0.5,
3601,1489,"Tyre shine",,0.5,
3601,1490,"car wash",,0.02,
4629,1491,"Sumi One",Metafluthrin,2.7,
4629,1492,"Sodium benzoate",,NULL,
2021,1493,IPA,,NULL,
2021,1494,NBM,,NULL,
16402,1495,,Afga,0.18,"for X-Ray"
16869,1496,"Anti corrosive,","Causeway paint",5,"To protect the iron from corrosive"
16778,1497,,"Thinner ",1,"to cleaning purpose  "
16778,1498,"Antic corrosive ","cosway ",3,"to avoid corrosive "
16778,1499,,kerosene,1,"to cleaning purpose  "
19102,1500,Ammonium,Dianamaide,NULL,"rock blasting"
12070,1501,Acid,,36,
12070,1502,calcium,,720,
6237,1503,"Potassium chlorate",,351.9,
6237,1504,"red phosphorus",,18.75,
6237,1505,sulphur,,51,
6237,1506,"Potassium dichromate",,9.6,
6237,1507,"black manganese",,127.5,
6237,1508,"glass powder",,87,
6237,1509,"gum resin",,9,
6237,1510,"carbon black",,2.25,
6237,1511,"hide glue",,75,
6237,1512,chemifix,,24,
10519,1513,"Black Gun powder",,0.25,Blasting
10519,1514,Dynamite,,0.75,Blasting
10519,1515,"Ammonium Nitrate",,2,Blasting
16869,1516,Tinner,Chemico,3,"To clean the brushes"
16869,1517,Kerosene,-,3,"To clean the brushes"
16869,1518,Paste,Gloss,0.1,"To fill the damages"
16869,1519,-,Garner,0.05,"Mixed with gloss"
12070,1520,,,NULL,
3597,1521,Labsa,"S & S enterprices",NULL,
3597,1522,Sies,,NULL,
3597,1523,"So dash",,NULL,
3597,1524,CMC,,NULL,
3597,1525,"Sodium Sulphate",,NULL,
16775,1526,,Teepol,1,"to cleaning purpose  "
16866,1527,Paint,CIC,7,"Paint the tinkering parts"
18614,1528,highpressure,,NULL,
18614,1529,shampoo,,NULL,
10603,1530,"Water gel",,1,
16866,1531,Tinner,"Chemico & Epoxy",6,"To clean the brushes"
10603,1532,"Ammonia ",,2,
16866,1533,"Paste(sanding filler)","Super cut",3,"To fill the damage area"
16866,1534,Carbide,-,1,"Gas welding"
10133,1535,"Dynamite ",,2.5,
10133,1536,"Ammonia ",,15,
4634,1537,Chlorine,Hydromat,0.75,"for swimming pool"
10133,1538,"galwedi beheth",,0.5,
10448,1539,"Wedi nool, kalu beheth, detanator, Ammonium Nitrate, jelatnite",,NULL,
16377,1540,,Dash,5,"for washing and removal of oil & grease"
16807,1541,"Antic corrosive ","CIC ",2,"to avoid corrosive "
16807,1542,,"Thinner ",1,"to cleaning purpose  "
18610,1543,"Lubricant oil",,NULL,
25116,1544,Detergents,Cleana,1,"as a cleaning chemical"
1271,1545,,Keemor,30,Washing
25116,1546,Detergent,"Britol ",0.5,"as a cleaning chemical"
16881,1547,-,Carwash,5,Washing
10602,1548,Dynamaite,"Water jel",1,Blasting
10602,1549,"Kalu Beheth",,0.2,Blasting
10602,1550,Ammonia,,1.5,Blasting
3510,1551,"Sodium hydroxide","Caustic soda",4536,
10602,1552,"Service Threads",,10,Blasting
18421,1553,Explosive,,4.5,Explosion
10602,1554,deternators,,5,Blasting
3510,1555,"Calcium carbonate",Dolamite,13608,
3510,1556,"Sodium Carbonate","Soda ash",18144,
19118,1557,Ammonium,Dianamide,NULL,"rock blasting"
3510,1558,"Magnesium sulphate","Mag sulphate",908,
3510,1559,"Sulphonic acid",Labsa,3629,
4630,1560,"Soda ash",,50,
4630,1561,"Sodium chloride",,10,
4630,1562,"Isopropyl Alcohol",,10,
4630,1563,"Calcium carbonate",,100,
4630,1564,"Tributoxy Ethyl phosphate",,20,
6557,1565,"Dynamite,  Ammonium niterate",,13,
25123,1566,Explosive,,2,Explosion
16714,1567,,Afga,5.2,"Used for X ray purpose "
6185,1568,,dyna,0.15,blasting
6185,1569,,amonium,0.8,blasting
6185,1570,,explosive,0.08,blasting
16880,1571,-,Carwash,2,Washing
1282,1572,"Caustic soda",,400,
1282,1573,"Soda ash",,250,
1282,1574,"Sodium silicate",,190,
16880,1575,-,"High pressure",0.5,Washing
1282,1576,Detergent,,270,
1282,1577,"Hydrogen peroxide",,1500,
1282,1578,Salt,,800,
1282,1579,"Whiting agent",,80,
941,1580,"Furnace oil","Casting Alumintom",NULL,
18629,1581,Highpressure,Wintry,NULL,
3327,1582,No,,NULL,
10587,1583,"Dynamite ",,1,
10587,1584,"Ammonia ",,0.75,
10587,1585,Kalubeheth,,0.25,
10546,1586,Dynamite,,5,Blasting
10546,1587,"Service Threads",,1,Blasting
10546,1588,"Electrical caps",,7,Blasting
10546,1589,"normal Caps",,4,Blasting
18612,1590,"gun powder",,0.01,
18612,1591,Dynamite,,NULL,
18612,1592,"Ammonium Nitrate",,NULL,
6247,1593,Sodium,"E 500",120,
6247,1594,"Ammonium bicarbonate","E 503",85,
6247,1595,Lecithin,"E 322",30,
16731,1596,,Afga,0.17,"Ues for X ray"
11673,1597,"High pressure",Britol,NULL,
2027,1598,Teepol,,2,"Cleaning materials"
2027,1599,"Nitric acid",,0.2,CIP
16862,1600,-,Carwash,2,Washing
2027,1601,"Caustic soda",,0.2,cip
16862,1602,-,Highpressure,1,Washing
2476,1603,"Calcium cabanate","Filler master batch",275,
3361,1604,No,,NULL,
949,1605,"Calcium carbonate",,100,"To remove oil marks"
949,1606,"Green Luster",,2,"For polishing the scratch mark"
949,1607,"Black Luster",,2,"For polishing the scratch mark"
11688,1608,Tar,,NULL,
25133,1609,"Dynamite ",,2,
25126,1610,"caustic soda ",,5,"to wash the dirt and grease "
10702,1611,"Amoxy 50","Amocillin (mg)",15,
10702,1612,"Enrovet (mg)",,30,
25137,1613,Shampoo,3M,15,"for washing"
25140,1614,"Dynamite, ammonia. kalu beheth",,NULL,
18630,1615,Highpressure,,NULL,
18630,1616,oil,,NULL,
1291,1617,"Ammonium bi carbonate",,2.4,
12072,1618,Dynamite,,2,
12072,1619,ANFO,,4,
1291,1620,"Sodium bi carbonate",,0.8,
1291,1621,"Potassium sobate",,0.1,
1291,1622,"Magnessium citrate",,6,
16864,1623,"Calcium cabanet",Lime,5,"Cleaning purpose"
3328,1624,No,,NULL,
16423,1625,-,"High power",25,washing
25144,1626,"High pressure (L)",,15,
25144,1627,"Kerosene Oil (L)",,10,
16734,1628,,Afga,0.17,"Ues for X ray"
25145,1629,"Lab Reasent",,3,Intestigation
25148,1630,Bleach,,NULL,"To get colour"
25148,1631,Enzyme,,NULL,"To get colout"
12022,1632,"Carbon black(N330)","BIRLA CABAN",800,"For compounding rubber"
12022,1633,"Carbo Black (N660)","BIRLA CABAN",327.5,"For compounding rubber"
1991,1634,Dynamite,,NULL,
1991,1635,Amonia,,NULL,
12032,1636,"iso butonol ethelene",,NULL,
12032,1637," normal butonol ethelene",,NULL,
10451,1638,"Gun Powder",,NULL,Blasting
1856,1639,Soaps,Dash/britol,10,washing
10451,1640,Ammonia,,5,Blasting
1856,1641,oil,Caltex,50,"for vehicle"
10451,1642,"Kalu beheth",,2,
10451,1643,dynamite,,2,
10451,1644,cap,,20,
10451,1645,"Thread Rolls",,2,
3267,1646,No,,NULL,
16715,1647,,Afga,0.17,"Ues for X ray"
2007,1648,"car wash",,8,
16715,1649,,,NULL,
25152,1650,"Sodium Silicate",,33,
18415,1651,"Ammonium Nitrate",,NULL,
18415,1652,"gun powder",,NULL,
4653,1653,Shampoo,,NULL,
16747,1654,Formaline,,0.17,"For testing"
16747,1655,Methanol,,0.016,"For testing"
25157,1656,Methenol,,NULL,
1844,1657,Amonia,,NULL,
3196,1658,No,,NULL,
1844,1659,Diga,,NULL,
19094,1660,,,NULL,
25158,1661,Paint,,NULL,
10449,1662,"Car Wash Shampoo (L)",,1,
10449,1663," Kerosene(L)",,5,
10449,1664,"High pressure (L)",Brito,15,
16429,1665,"Calciuam carbonite",Lime,20,"Cleaning the poultry shed"
929,1666,Bitol,"Car wash, High pressure",NULL,
929,1667,"Kerosene oil","Penetrating oil",NULL,
1847,1668,"car wash",Britol,NULL,
2456,1669,Dainamite,,80,
2456,1670,Amonia,,400,
2456,1671,"Electric Detanates",,40,
1298,1672,Britol,,1,
16748,1673,Formaline,,0.17,"For testing"
1298,1674,3M,,0.5,
1298,1675,"Soft chemical",,5,
1298,1676,"Auto glum",,1,
16748,1677,Methanol,,0.15,"For testing"
2053,1678,Amonia,,40,
2053,1679,Dynamite,,7,
3293,1680,"Acetone cleaning solvent","Jet holdings",2,
1257,1681,"Washing liquids",,NULL,
3293,1682,Cataloy,"Apploy metalfiller",1,
3293,1683,"Easy bleach","Jet holdings",1,
3293,1684,"PU solvent","Jet holdings",50,
3293,1685,"PU sealer","Silicone coatings",50,
3293,1686,"Putty MDF","Jet holdings",1,
3293,1687,"Top coat thinner","Lankem paints",150,
4622,1688,"Sodium bi carbonate",,20,"For leavening agent"
934,1689,"Concrete Admixture","Adcrete Supercrete",120,"To concrete durability & delay concrete & water setting time"
3045,1690,,"Daratad 17",75,
4782,1691,Shampoo,Dash,2,"Car washing"
16593,1692,Caco3,Lime,375,"Maintenance to  p H level"
16593,1693,Caco3.mgco3.10H2O,Dolomite,375,"Maintenance to  p H level"
16589,1694,Caco3,Lime,300,"Maintenance to  pH level "
16589,1695,Caco3.mgco3.10H2O,Dolomite,300,"Maintenance to  pH level. "
16593,1696,,,NULL,
16590,1697,Caco3,Lime,360,"Maintenance to  pH level. "
16590,1698,Caco3.mgco3.10H2O,Dolomite,30,"Maintenance to  pH level. "
16596,1699,"Anti crossive","Causeway Paint",3,"Prevent iron corrosive"
16596,1700,,Paint,1.5,"Prevent iron corrosive "
15354,1701,"Electric Detenator",,26,Blasting
15354,1702,ANFO,,26,Blasting
15354,1703,"Water Gel",,5,Blasting
15355,1704,"Electric Detenators",,20,Blasting
15355,1705,ANFO,,20,Blasting
15355,1706,"Water Gel",,15,Blasting
16684,1707,hipower,,10,cleaning
16684,1708,shampoo,,15,cleaning
15375,1709,"Sodium  Benzoate",,0.25,Preservative
15376,1710,"Electric Detenators",,26,Blasting
15376,1711,ANFO,,26,Blasting
15376,1712,"Water Gel",,5,Blasting
16685,1713,"Algae drop",,2,"healthy growth"
16685,1714,"calcium magnesium carbonate ",dolamide,1000,"adjust soil & water Ph"
16685,1715,Lime,,100,"adjust Ph"
16685,1716,"Moxem OX",,1,
1834,1717,"Alkyl benzene sulphonic acid","Dish wash liquid",0.5,
1834,1718,"Sodium hypochloride",Chlora,0.002,
25164,1719,"Nitric acid","Nitric acid",3,"CIP cleaning"
25164,1720,"Sodium Hydroxide","Caustic soda",2,"CIP cleaning"
4648,1721,Detergent,,2,"For bleaching"
4648,1722,"Caustic soda",,6,"For bleaching"
946,1723,Acetone,,80,"To fill acetalene cylinders"
4648,1724,Stabilizers,,2.5,"For bleaching"
4648,1725,"Hydrogen peroxide ",,12,"For bleaching"
4648,1726,Whitener,,2,"For bleaching"
946,1727,"Mono ethanol amine",MEA,140,"To extract CO2"
946,1728,"Sodium Carbonate","Soda ash",50,"To remove sulphur in CO2"
3238,1729,"Calcium carbonate",Vinofil,5,"Extender material"
946,1730,"Potassium permangenate",PPM,0.6,"To remove NOx, MEA, traces in CO2"
3238,1731,"Cobalt Carbonate, Manganese Napthanate",Driers,15,Driers
946,1732,"Sulphuric acid",,1.33,"To purify N2O"
3238,1733,"Ethyl Methy ketoxine",MEK,30,Antioxidant
946,1734,"Sodium Hydroxide","Caustic soda",1.33,"To purify N2O"
3238,1735,"Silicone emulsion","Dow corning 35",25,"Levelling agent"
3238,1736,"Polyethylene waxes","Luwax A",25,"Rub resistant properties"
4745,1737,Shampoo,,NULL,
2064,1738,Dymithiforkide,thiner,NULL,
2064,1739,"dyfhyni methene",Fixer,0.05,
4616,1740,"PVC Granules White",SPC,5000,
4616,1741,"PVC Granules Black",SPC,5000,
4616,1742,EVA,TPI,10000,
4616,1743,"High Styrene","Rich chemicals",5000,
4616,1744,"EVA Blowing agent","HPL addities",5000,
4616,1745,"Aluminium silicate","KS 207",4000,
4616,1746,"Precipitated silica","HISIL 255G",4000,
4616,1747,"PU adhesive",BOOSTIK,2000,
4616,1748,"Zinc oxides","Red seal",1000,
4616,1749,"Dicumyl Peroxide",Perkadox,1000,
2014,1750,"Ethyl Acetate",,150,"Mixing solvent adhesive"
2014,1751,"ISO propyl alcohoal",,10,"Mixing solvent ink"
2014,1752,"N propanol",,10,
3230,1753,"Master batch","Master batch",2,"for colouring the products"
25172,1754,"Kerosene and Soap",,NULL,
16430,1755,-,Dianamate,NULL,"for blasting"
25173,1756,HEC,,1,
25173,1757,IPA,,2,
25174,1758,"Kerosene Oil and Soap",,NULL,
25173,1759,"Linear Alkryl Benzene",,50,
25173,1760,"Hydrochloric Acid",,2,
25173,1761,50dash,,50,
25173,1762,Caustic,,4,
25173,1763,"Sodium Suilphate",,10,
1952,1764,"Costic soda",,14.4,
4660,1765,Detergent,,2,"To service"
1952,1766,"Borax powder",,3,
1952,1767,"Boric acid",,6,
3235,1768,No,,NULL,
2564,1769,"Super boiling",SBP,8,"Glue Preparation"
10126,1770,Dynamite,,2,
10126,1771,"Ammonium Nitrate",,5,
10126,1772,"Gun Powder",,1,
2564,1773,"Point Petrol",,8,"To prepare Glue"
16608,1774,"phosphate free bio degradable","dash car wash",10,washing
16608,1775,"solvent free bio degradable","high power",10,washing
16608,1776,kerosine,,1,cleaning
13807,1777,"Ammonium Nitrate",,9.6,
13807,1778,Dynamite,,3.2,
13807,1779,"Black powder",,1.6,
10666,1780,formaline,formaline,100,
10666,1781,"KMNO 4",kondis,100,
16969,1782,"Dolomite/one crop Season",,1500,"Maintenance to  pH level"
2437,1783,"Calcium carbonate",,860,"cleaning Agents"
25180,1784,Tinner,,NULL,
25180,1785,Catlfaste,,NULL,
2437,1786,"Sodium carbonate",,80,"Cleaning Agents"
25180,1787,Paints,,NULL,
3216,1788,No,,NULL,
16971,1789,"Dolomite/one crop Season",,2000,"Maintenance to  pH level"
2017,1790,"Titanium dioxide",Titox,60,
14492,1791,"Amonium, Dianamid,Cap",-,2.5,Blasting
2017,1792,"Trilion B powder",EDTA,8,
2017,1793,"Magnisium Sulphate",Magsal,10,
2017,1794,"Sodium silicate",Silicate,30,
12042,1795,Soap,Naker,5,Cleaning
12042,1796,Kerosine,,10,cleaning
12042,1797,Hipresssure,Naker,10,cleaning
3199,1798,No,,NULL,
3829,1799,No,,NULL,
16970,1800,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
16527,1801,"Anti corrosive",Multilac,8,"Painting & Protact the iron"
16527,1802,Thinner,Epoxy,1,painting
16527,1803,Kerosene,,0.1,Cleaning
1279,1804,"Methyl,Ethyl Ketone",MEK,1733.3,Solvent
1279,1805,"Low grade petrol",SBP,1666.6,
1279,1806,"Zinc Oxide",ZNO,NULL,"Gross linking"
1279,1807,"Magnesium oxide",,NULL,"Gross linking"
16965,1808,"Dolomite/one crop Season",,3000,"Maintenance to  pH level"
25193,1809,"Amonium Nitratr",,4,
25193,1810,"water Gel",,1,
25193,1811,Detonators,,NULL,
13812,1812,,"Car wash",2,
13812,1813,,"kerosine oil",5,
16524,1814,"Anti corrosive","causeway paint",0.5,painting
16961,1815,"Washing liquid","High Power",1,"Washing purpose"
16524,1816,Thinner,,0.02,painting
3316,1817,Calcium,,250,
3316,1818,Malex,,500,
3316,1819,L.L.D.,,18,
25197,1820,"Amoniaum nitrate",,1,
25197,1821,"Water Gel",,0.5,
25197,1822,"Blak Poder",,0.25,
3321,1823,No,,NULL,
